run,sampling_method,threads,stop_mode,number_of_samples,time_to_completion_s,returncode,cmd
3,MCMC,8,num_samples,90000000,26.236,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
3,MCMC,8,precision,1632010149,445.369,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
3,MCMC,16,num_samples,90000000,32.193,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
3,MCMC,16,precision,1632010149,350.202,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
3,MCMC,32,num_samples,90000000,25.179,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
3,MCMC,32,precision,1632010149,290.710,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
3,MCMC,64,num_samples,90000000,19.548,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
3,MCMC,64,precision,1632010149,223.833,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
3,MCMC,128,num_samples,90000000,14.596,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
3,MCMC,128,precision,1632010149,226.817,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,1,num_samples,90000000,92.925,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,1,precision,1632010149,1690.699,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,2,num_samples,90000000,57.688,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,2,precision,1632010149,1101.686,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,4,num_samples,90000000,30.097,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,4,precision,1632010149,758.975,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,8,num_samples,90000000,15.759,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,8,precision,1632010149,279.502,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,16,num_samples,90000000,14.140,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,16,precision,1632010149,163.526,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,32,num_samples,90000000,9.982,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,32,precision,1632010149,192.424,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,64,num_samples,90000000,6.249,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,64,precision,1632010149,118.454,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,128,num_samples,90000000,4.621,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,EBE,128,precision,1632010149,87.330,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,1,num_samples,90000000,660.254,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,1,precision,N/A,6000.068,TIMEOUT,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,2,num_samples,90000000,345.459,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,2,precision,N/A,6000.009,TIMEOUT,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,4,num_samples,90000000,181.495,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,4,precision,1632010149,4846.888,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,8,num_samples,90000000,93.510,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,8,precision,1632010149,1689.911,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,16,num_samples,90000000,54.889,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,16,precision,1632010149,955.208,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,32,num_samples,90000000,28.354,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,32,precision,1632010149,559.291,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,64,num_samples,90000000,17.749,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,64,precision,1632010149,423.713,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,128,num_samples,90000000,13.954,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,NBE,128,precision,1632010149,295.513,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,1,num_samples,90000000,85.027,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,1,precision,1632010149,1543.740,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,2,num_samples,90000000,69.994,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,2,precision,1632010149,1191.120,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,4,num_samples,90000000,39.983,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,4,precision,1632010149,893.015,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,8,num_samples,90000000,52.620,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,8,precision,1632010149,595.151,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,16,num_samples,90000000,36.709,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,16,precision,1632010149,393.005,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,32,num_samples,90000000,26.090,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,32,precision,1632010149,370.403,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,64,num_samples,90000000,20.090,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,64,precision,1632010149,241.643,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,128,num_samples,90000000,15.117,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
4,MCMC,128,precision,1632010149,234.296,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,1,num_samples,90000000,93.078,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,1,precision,1632010149,1685.179,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,2,num_samples,90000000,70.702,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,2,precision,1632010149,1100.638,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,4,num_samples,90000000,38.986,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,4,precision,1632010149,762.654,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,8,num_samples,90000000,24.506,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,8,precision,1632010149,338.251,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,16,num_samples,90000000,22.500,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,16,precision,1632010149,221.182,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,32,num_samples,90000000,11.781,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,32,precision,1632010149,207.864,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,64,num_samples,90000000,6.880,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,64,precision,1632010149,120.607,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,128,num_samples,90000000,4.747,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sEBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,EBE,128,precision,1632010149,90.377,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sEBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,1,num_samples,90000000,654.856,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,1,precision,N/A,6000.106,TIMEOUT,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,2,num_samples,90000000,346.158,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,2,precision,N/A,6000.083,TIMEOUT,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,4,num_samples,90000000,186.516,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,4,precision,1632010149,4929.132,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,8,num_samples,90000000,95.621,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,8,precision,1632010149,1730.964,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,16,num_samples,90000000,54.458,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,16,precision,1632010149,938.169,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,32,num_samples,90000000,28.961,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,32,precision,1632010149,534.112,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,64,num_samples,90000000,18.569,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,64,precision,1632010149,409.705,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,128,num_samples,90000000,13.913,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sNBE -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,NBE,128,precision,1632010149,297.046,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sNBE -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,1,num_samples,90000000,85.292,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,1,precision,1632010149,1551.453,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t1 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,2,num_samples,90000000,62.302,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,2,precision,1632010149,1183.081,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t2 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,4,num_samples,90000000,61.359,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,4,precision,1632010149,904.419,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t4 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,8,num_samples,90000000,49.085,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,8,precision,1632010149,566.869,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t8 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,16,num_samples,90000000,37.812,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,16,precision,1632010149,384.416,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t16 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,32,num_samples,90000000,27.444,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,32,precision,1632010149,367.060,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t32 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,64,num_samples,90000000,19.986,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,64,precision,1632010149,220.191,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t64 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,128,num_samples,90000000,15.398,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sMCMC -n90000000 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
5,MCMC,128,precision,1632010149,231.125,0,/home/echennau/school/BLANT/benchmark/DEV/blant -k5 -t128 -mf -sMCMC -p1e-05 /home/echennau/school/BLANT/benchmark/DEV/networks/yeast.el
